Trade_ID,Trade_Date,Symbol,Sector,Strategy,Market_Condition,Entry_Price,Exit_Price,Quantity,Profit,Emotion,Mistake,Stop_Loss,Target,Risk_Amount,Reward_Amount,Risk_Reward_Ratio,Confidence_Level,Trade_Followed_Plan,Win_Loss,Return_Percentage,Entry_Time,Trade_Duration_Minutes,Exit_Time
136,2026-05-19,ICICIBANK,Banking,MACD,Volatile,3456,3286.65,91,-15410.85,Confidence,No Mistake,3406.26,3660.2,49.74,204.2,4.11,Medium,Yes,Loss,-4.9,14:50,161,17:31
137,2025-12-22,RELIANCE,Energy,BREAKOUT,sideways,2647,2531.53,25,-2886.75,Confidence,No Mistake,2613.12,2705.28,33.88,58.28,1.72,High,Yes,Loss,-4.36,13:19,127,15:26
138,2025-09-15,RELIANCE,Energy,RSI,Bearish,2711,2844.9,32,4284.8,Confidence,Late Entry,2636.54,2810.51,74.46,99.51,1.34,Medium,Yes,Win,4.94,14:06,134,16:20
139,2026-03-01,TCS,IT,MACD,Volatile,3413,3567.93,98,15183.14,Confidence,Late Entry,3314.87,3506.54,98.13,93.54,0.95,Medium,Yes,Win,4.54,09:11,9,09:20
140,2026-05-30,RELIANCE,Energy,BREAKOUT,sideways,3323,3313.68,79,-736.28,Confidence,No Mistake,3268.89,3402.17,54.11,79.17,1.46,High,No,Loss,-0.28,11:25,232,15:17
141,2025-10-14,TCS,IT,BREAKOUT,Volatile,1297,1297.39,92,35.88,Fear,Early Exit,1258.76,1362.72,38.24,65.72,1.72,Medium,Yes,Win,0.03,11:22,6,11:28
142,2026-01-05,HDFCBANK,Banking,BREAKOUT,sideways,4625,4531.49,98,-9163.98,Confidence,Late Entry,4559.11,4828.96,65.89,203.96,3.1,Medium,Yes,Loss,-2.02,14:58,5,15:03
143,2026-03-30,TCS,IT,RSI,Volatile,4713,4945.63,41,9537.83,Confidence,No Mistake,4657.49,4827.46,55.51,114.46,2.06,Medium,Yes,Win,4.94,14:10,233,18:03
144,2026-05-21,TCS,IT,BREAKOUT,Bullish,2545,2462.76,29,-2384.96,Greed,Overtrading,2503.01,2676.54,41.99,131.54,3.13,Low,Yes,Loss,-3.23,09:08,218,12:46
145,2026-01-28,RELIANCE,Energy,MACD,Bullish,4938,4816.94,56,-6779.36,Greed,No Mistake,4877.7,5036.85,60.3,98.85,1.64,Medium,Yes,Loss,-2.45,09:26,196,12:42
146,2026-04-21,ICICIBANK,Banking,BREAKOUT,Bullish,1663,1658.24,52,-247.52,Fear,Early Exit,1621.24,1731.91,41.76,68.91,1.65,Low,Yes,Loss,-0.29,09:15,60,10:15
147,2025-07-10,ICICIBANK,Banking,MACD,Bearish,4479,4587.24,10,1082.4,Greed,Overtrading,4408.48,4704.73,70.52,225.73,3.2,Low,No,Win,2.42,11:01,133,13:14
148,2026-05-23,INFY,IT,RSI,sideways,2544,2501.53,29,-1231.63,Fear,Early Exit,2499.68,2617.23,44.32,73.23,1.65,Medium,Yes,Loss,-1.67,11:26,63,12:29
149,2026-05-08,ICICIBANK,Banking,RSI,Volatile,1416,1354.13,98,-6063.26,Greed,No Mistake,1395.8,1463.53,20.2,47.53,2.35,Medium,Yes,Loss,-4.37,14:38,76,15:54
150,2025-06-24,RELIANCE,Energy,RSI,Volatile,1514,1536.19,70,1553.3,Fear,Early Exit,1495.28,1545.56,18.72,31.56,1.69,Medium,Yes,Win,1.47,09:49,91,11:20
151,2025-11-25,ICICIBANK,Banking,RSI,sideways,2091,2087.21,47,-178.13,Greed,Overtrading,2031.71,2177.87,59.29,86.87,1.47,High,Yes,Loss,-0.18,13:24,11,13:35
152,2026-04-01,TCS,IT,RSI,Bearish,4615,4517.4,21,-2049.6,Greed,Overtrading,4489.8,4813.73,125.2,198.73,1.59,Medium,Yes,Loss,-2.11,12:39,197,15:56
153,2025-10-22,INFY,IT,MACD,Volatile,4646,4866.26,77,16960.02,Confidence,No Mistake,4540.0,4740.09,106.0,94.09,0.89,Medium,No,Win,4.74,14:35,113,16:28
154,2026-05-07,HDFCBANK,Banking,RSI,Bullish,2906,2828.79,83,-6408.43,Greed,No Mistake,2834.86,3069.02,71.14,163.02,2.29,High,Yes,Loss,-2.66,09:03,185,12:08
155,2026-04-15,TCS,IT,RSI,Bearish,2101,2137.12,72,2600.64,Greed,Overtrading,2063.88,2173.68,37.12,72.68,1.96,Medium,No,Win,1.72,13:46,171,16:37
156,2025-09-08,HDFCBANK,Banking,BREAKOUT,Bearish,1948,2041.23,70,6526.1,Fear,No Mistake,1919.38,2032.16,28.62,84.16,2.94,Medium,No,Win,4.79,13:53,151,16:24
157,2026-03-23,INFY,IT,MACD,Bullish,4964,5063.53,82,8161.46,Confidence,No Mistake,4862.04,5179.57,101.96,215.57,2.11,Medium,Yes,Win,2.01,12:25,21,12:46
158,2025-10-08,RELIANCE,Energy,RSI,Bullish,1382,1437.32,42,2323.44,Greed,Overtrading,1367.37,1409.78,14.63,27.78,1.9,High,Yes,Win,4.0,12:26,172,15:18
159,2026-02-25,RELIANCE,Energy,MACD,Volatile,2655,2527.85,88,-11189.2,Confidence,No Mistake,2613.25,2717.49,41.75,62.49,1.5,High,No,Loss,-4.79,14:44,226,18:30
160,2025-06-19,ICICIBANK,Banking,RSI,sideways,3644,3547.31,75,-7251.75,Fear,Early Exit,3536.7,3761.68,107.3,117.68,1.1,High,No,Loss,-2.65,11:30,117,13:27
161,2025-11-12,ICICIBANK,Banking,MACD,sideways,4675,4689.87,37,550.19,Confidence,Late Entry,4541.74,4935.16,133.26,260.16,1.95,Medium,Yes,Win,0.32,13:46,58,14:44
162,2025-10-06,ICICIBANK,Banking,RSI,sideways,2031,2010.34,45,-929.7,Confidence,No Mistake,2002.28,2081.63,28.72,50.63,1.76,High,Yes,Loss,-1.02,09:30,95,11:05
163,2025-07-21,RELIANCE,Energy,BREAKOUT,Volatile,1279,1290.37,80,909.6,Confidence,No Mistake,1248.05,1331.57,30.95,52.57,1.7,Medium,Yes,Win,0.89,11:39,116,13:35
164,2026-05-04,ICICIBANK,Banking,RSI,Volatile,2002,2010.39,60,503.4,Greed,Overtrading,1969.63,2068.84,32.37,66.84,2.06,Medium,Yes,Win,0.42,11:12,198,14:30
165,2026-05-12,RELIANCE,Energy,BREAKOUT,Volatile,1307,1270.33,78,-2860.26,Fear,No Mistake,1290.47,1349.79,16.53,42.79,2.59,Medium,No,Loss,-2.81,11:43,203,15:06
166,2026-01-25,TCS,IT,MACD,Bullish,1374,1311.58,46,-2871.32,Fear,No Mistake,1358.09,1409.31,15.91,35.31,2.22,Medium,Yes,Loss,-4.54,11:55,111,13:46
167,2025-09-15,RELIANCE,Energy,MACD,sideways,1373,1363.86,99,-904.86,Fear,Early Exit,1334.58,1438.87,38.42,65.87,1.71,High,No,Loss,-0.67,13:16,125,15:21
168,2026-01-13,RELIANCE,Energy,RSI,Bullish,4446,4387.17,93,-5471.19,Fear,Early Exit,4352.4,4702.86,93.6,256.86,2.74,Medium,No,Loss,-1.32,12:52,83,14:15
169,2025-09-16,INFY,IT,MACD,Bullish,3657,3474.31,59,-10778.71,Greed,No Mistake,3555.98,3799.21,101.02,142.21,1.41,Low,Yes,Loss,-5.0,14:25,150,16:55
170,2026-02-27,RELIANCE,Energy,MACD,Bearish,3147,3009.2,39,-5374.2,Fear,Early Exit,3085.54,3301.57,61.46,154.57,2.51,High,Yes,Loss,-4.38,10:12,25,10:37
171,2025-09-01,TCS,IT,BREAKOUT,sideways,2700,2821.3,19,2304.7,Fear,Early Exit,2637.28,2787.72,62.72,87.72,1.4,Medium,Yes,Win,4.49,09:20,152,11:52
172,2026-04-14,ICICIBANK,Banking,MACD,Volatile,1947,1949.89,14,40.46,Confidence,No Mistake,1912.71,1995.27,34.29,48.27,1.41,Low,Yes,Win,0.15,09:21,27,09:48
173,2025-08-23,TCS,IT,RSI,Bearish,1436,1420.87,63,-953.19,Greed,Overtrading,1413.15,1493.88,22.85,57.88,2.53,High,No,Loss,-1.05,12:54,214,16:28
174,2025-08-13,INFY,IT,RSI,sideways,4909,5016.47,65,6985.55,Confidence,No Mistake,4822.27,5026.53,86.73,117.53,1.36,High,No,Win,2.19,14:42,180,17:42
175,2025-12-25,ICICIBANK,Banking,BREAKOUT,Bullish,4141,4217.46,90,6881.4,Fear,Early Exit,4032.35,4247.9,108.65,106.9,0.98,Medium,Yes,Win,1.85,12:55,172,15:47
176,2025-09-29,RELIANCE,Energy,BREAKOUT,Volatile,1426,1386.28,61,-2422.92,Fear,No Mistake,1398.2,1476.29,27.8,50.29,1.81,Medium,Yes,Loss,-2.79,09:02,220,12:42
177,2025-08-08,HDFCBANK,Banking,BREAKOUT,Bearish,3903,3873.26,91,-2706.34,Greed,No Mistake,3815.06,3992.51,87.94,89.51,1.02,Low,Yes,Loss,-0.76,14:20,147,16:47
178,2025-10-20,ICICIBANK,Banking,MACD,Bearish,2457,2529.55,86,6239.3,Fear,Early Exit,2407.65,2538.28,49.35,81.28,1.65,High,Yes,Win,2.95,13:46,172,16:38
179,2026-01-03,ICICIBANK,Banking,MACD,Bullish,3022,2988.24,52,-1755.52,Fear,Early Exit,2969.56,3186.42,52.44,164.42,3.14,Medium,Yes,Loss,-1.12,14:32,57,15:29
180,2025-09-10,ICICIBANK,Banking,MACD,Volatile,3985,4143.51,55,8718.05,Greed,Overtrading,3934.06,4129.55,50.94,144.55,2.84,Medium,Yes,Win,3.98,13:34,40,14:14
181,2025-08-12,RELIANCE,Energy,BREAKOUT,sideways,4558,4660.87,88,9052.56,Fear,Early Exit,4451.23,4766.66,106.77,208.66,1.95,High,No,Win,2.26,11:13,41,11:54
182,2025-12-25,RELIANCE,Energy,BREAKOUT,Bearish,4178,4025.35,23,-3510.95,Greed,Overtrading,4129.53,4282.54,48.47,104.54,2.16,Low,No,Loss,-3.65,14:43,63,15:46
183,2026-02-06,RELIANCE,Energy,RSI,Bullish,1319,1282.06,23,-849.62,Greed,Overtrading,1290.79,1387.51,28.21,68.51,2.43,Medium,No,Loss,-2.8,13:09,161,15:50
184,2026-05-14,TCS,IT,RSI,Bearish,1337,1398.78,77,4757.06,Confidence,No Mistake,1319.43,1405.13,17.57,68.13,3.88,Low,No,Win,4.62,09:28,8,09:36
185,2026-04-27,INFY,IT,MACD,Bearish,3217,3204.31,79,-1002.51,Greed,Overtrading,3151.61,3342.17,65.39,125.17,1.91,Medium,Yes,Loss,-0.39,14:00,210,17:30
186,2026-03-16,RELIANCE,Energy,BREAKOUT,Bullish,4176,4039.79,27,-3677.67,Confidence,No Mistake,4106.25,4336.04,69.75,160.04,2.29,Medium,Yes,Loss,-3.26,12:21,202,15:43
187,2026-01-15,TCS,IT,MACD,Bullish,1096,1112.63,92,1529.96,Greed,Overtrading,1074.93,1130.95,21.07,34.95,1.66,Medium,Yes,Win,1.52,10:35,93,12:08
188,2026-05-08,HDFCBANK,Banking,MACD,Bullish,2517,2611.85,45,4268.25,Greed,Overtrading,2471.63,2667.13,45.37,150.13,3.31,High,Yes,Win,3.77,10:08,209,13:37
189,2026-02-18,RELIANCE,Energy,RSI,Bullish,4526,4306.53,31,-6803.57,Fear,Early Exit,4435.83,4648.1,90.17,122.1,1.35,Low,No,Loss,-4.85,13:49,221,17:30
190,2025-10-08,INFY,IT,MACD,Bullish,3452,3458.54,67,438.18,Fear,Early Exit,3376.47,3617.58,75.53,165.58,2.19,High,Yes,Win,0.19,12:33,34,13:07
191,2025-09-25,INFY,IT,RSI,Bearish,2939,2919.72,81,-1561.68,Fear,Early Exit,2894.65,3011.43,44.35,72.43,1.63,High,Yes,Loss,-0.66,09:31,218,13:09
192,2025-06-15,INFY,IT,RSI,Volatile,4557,4568.42,44,502.48,Greed,Overtrading,4458.97,4798.14,98.03,241.14,2.46,Medium,Yes,Win,0.25,11:00,21,11:21
193,2026-04-01,HDFCBANK,Banking,BREAKOUT,Volatile,2525,2447.24,44,-3421.44,Confidence,No Mistake,2452.37,2638.65,72.63,113.65,1.56,Low,Yes,Loss,-3.08,13:05,166,15:51
194,2026-03-19,HDFCBANK,Banking,MACD,Bearish,4731,4914.45,93,17060.85,Confidence,No Mistake,4671.81,4973.6,59.19,242.6,4.1,Medium,Yes,Win,3.88,09:25,90,10:55
195,2026-02-05,ICICIBANK,Banking,RSI,Bearish,1791,1823.28,29,936.12,Greed,Overtrading,1762.91,1851.84,28.09,60.84,2.17,Medium,Yes,Win,1.8,14:44,143,17:07
196,2025-06-12,HDFCBANK,Banking,BREAKOUT,Volatile,1708,1766.11,57,3312.27,Greed,Overtrading,1678.94,1751.69,29.06,43.69,1.5,High,No,Win,3.4,13:42,130,15:52
197,2025-09-29,RELIANCE,Energy,RSI,Bullish,4845,5033.08,12,2256.96,Greed,Overtrading,4782.54,5084.65,62.46,239.65,3.84,Low,Yes,Win,3.88,09:32,37,10:09
198,2026-04-19,ICICIBANK,Banking,BREAKOUT,Bullish,2007,1957.54,83,-4105.18,Greed,Overtrading,1970.43,2084.95,36.57,77.95,2.13,Low,Yes,Loss,-2.46,12:03,157,14:40
199,2025-08-26,HDFCBANK,Banking,BREAKOUT,Volatile,2880,2879.87,55,-7.15,Fear,Early Exit,2819.44,3010.97,60.56,130.97,2.16,High,Yes,Loss,-0.0,13:56,165,16:41
200,2026-05-13,INFY,IT,RSI,Bearish,4960,5095.65,50,6782.5,Confidence,No Mistake,4846.79,5066.88,113.21,106.88,0.94,Medium,Yes,Win,2.73,09:05,201,12:26
201,2025-10-22,TCS,IT,MACD,Bullish,4291,4397.57,64,6820.48,Confidence,Late Entry,4197.36,4472.94,93.64,181.94,1.94,Low,Yes,Win,2.48,14:54,139,17:13
202,2025-10-07,RELIANCE,Energy,BREAKOUT,Bullish,4289,4117.03,53,-9114.41,Fear,Early Exit,4205.78,4459.18,83.22,170.18,2.04,Medium,Yes,Loss,-4.01,11:07,107,12:54
203,2025-08-29,INFY,IT,MACD,Bearish,1605,1565.15,79,-3148.15,Greed,Overtrading,1571.48,1640.23,33.52,35.23,1.05,Medium,No,Loss,-2.48,14:33,140,16:53
204,2026-01-05,ICICIBANK,Banking,MACD,Bullish,1004,955.48,91,-4415.32,Fear,Early Exit,983.75,1029.78,20.25,25.78,1.27,High,Yes,Loss,-4.83,10:02,46,10:48
205,2026-02-21,HDFCBANK,Banking,BREAKOUT,Volatile,4990,5035.6,78,3556.8,Greed,Overtrading,4895.21,5194.39,94.79,204.39,2.16,Medium,Yes,Win,0.91,09:36,210,13:06
206,2025-08-30,INFY,IT,BREAKOUT,sideways,2456,2377.39,38,-2987.18,Greed,No Mistake,2395.93,2584.79,60.07,128.79,2.14,High,Yes,Loss,-3.2,09:15,57,10:12
207,2026-05-23,TCS,IT,BREAKOUT,Bearish,2597,2472.19,49,-6115.69,Confidence,No Mistake,2549.98,2704.3,47.02,107.3,2.28,High,Yes,Loss,-4.81,09:32,62,10:34
208,2025-08-12,HDFCBANK,Banking,MACD,sideways,2381,2439.25,59,3436.75,Fear,No Mistake,2330.83,2475.58,50.17,94.58,1.89,High,No,Win,2.45,09:50,211,13:21
209,2025-06-12,INFY,IT,BREAKOUT,Bearish,4358,4162.64,39,-7619.04,Fear,No Mistake,4239.67,4568.54,118.33,210.54,1.78,High,Yes,Loss,-4.48,12:17,236,16:13
210,2026-05-27,TCS,IT,BREAKOUT,sideways,2005,2016.09,40,443.6,Fear,No Mistake,1964.94,2068.16,40.06,63.16,1.58,Medium,Yes,Win,0.55,12:55,219,16:34
211,2026-04-17,RELIANCE,Energy,BREAKOUT,Volatile,4440,4293.74,39,-5704.14,Confidence,Late Entry,4321.09,4658.39,118.91,218.39,1.84,High,Yes,Loss,-3.29,11:36,60,12:36
212,2026-04-06,RELIANCE,Energy,RSI,Bullish,4116,4009.18,64,-6836.48,Confidence,No Mistake,4069.03,4304.11,46.97,188.11,4.0,Medium,Yes,Loss,-2.6,14:03,101,15:44
213,2026-04-19,ICICIBANK,Banking,MACD,Bullish,4170,4175.9,50,295.0,Confidence,No Mistake,4070.09,4350.79,99.91,180.79,1.81,Low,Yes,Win,0.14,09:25,108,11:13
214,2026-05-05,INFY,IT,MACD,Volatile,1889,1918.7,15,445.5,Fear,Early Exit,1853.59,1927.75,35.41,38.75,1.09,High,No,Win,1.57,12:30,131,14:41
215,2025-10-13,HDFCBANK,Banking,MACD,Bullish,3428,3409.14,43,-810.98,Fear,Early Exit,3362.84,3501.6,65.16,73.6,1.13,Medium,No,Loss,-0.55,14:11,133,16:24
216,2025-10-06,HDFCBANK,Banking,BREAKOUT,Bearish,2413,2321.21,50,-4589.5,Confidence,No Mistake,2377.21,2523.87,35.79,110.87,3.1,Medium,Yes,Loss,-3.8,12:14,57,13:11
217,2026-02-01,RELIANCE,Energy,BREAKOUT,Volatile,1710,1641.52,48,-3287.04,Confidence,No Mistake,1671.9,1783.66,38.1,73.66,1.93,High,Yes,Loss,-4.0,10:10,142,12:32
218,2026-06-01,ICICIBANK,Banking,RSI,Bullish,4585,4748.97,73,11969.81,Greed,Overtrading,4524.05,4710.56,60.95,125.56,2.06,Low,Yes,Win,3.58,14:51,171,17:42
219,2025-09-25,TCS,IT,MACD,Bearish,4560,4519.73,99,-3986.73,Greed,Overtrading,4510.32,4799.16,49.68,239.16,4.81,High,No,Loss,-0.88,09:10,49,09:59
220,2026-05-25,TCS,IT,RSI,Bullish,3701,3600.49,67,-6734.17,Confidence,No Mistake,3647.42,3789.34,53.58,88.34,1.65,Low,Yes,Loss,-2.72,14:12,207,17:39
221,2025-10-31,ICICIBANK,Banking,RSI,sideways,4447,4261.05,29,-5392.55,Fear,Early Exit,4398.51,4600.31,48.49,153.31,3.16,Medium,No,Loss,-4.18,12:20,19,12:39
222,2025-06-08,RELIANCE,Energy,MACD,Bearish,4294,4287.64,92,-585.12,Fear,No Mistake,4249.96,4406.19,44.04,112.19,2.55,Medium,Yes,Loss,-0.15,12:08,156,14:44
223,2025-09-22,HDFCBANK,Banking,MACD,sideways,4651,4588.64,26,-1621.36,Fear,Early Exit,4601.38,4895.91,49.62,244.91,4.94,Medium,Yes,Loss,-1.34,11:28,27,11:55
224,2025-08-04,HDFCBANK,Banking,MACD,Bullish,3758,3810.42,48,2516.16,Fear,No Mistake,3664.26,3879.38,93.74,121.38,1.29,High,Yes,Win,1.39,10:56,16,11:12
225,2026-05-09,RELIANCE,Energy,BREAKOUT,sideways,2313,2373.93,53,3229.29,Confidence,Late Entry,2269.69,2368.87,43.31,55.87,1.29,High,Yes,Win,2.63,10:37,182,13:39
226,2025-08-30,INFY,IT,MACD,Volatile,2510,2491.35,50,-932.5,Confidence,No Mistake,2448.61,2649.07,61.39,139.07,2.27,High,Yes,Loss,-0.74,11:32,104,13:16
227,2026-03-27,INFY,IT,BREAKOUT,Volatile,1229,1274.75,95,4346.25,Greed,No Mistake,1206.32,1272.47,22.68,43.47,1.92,Low,No,Win,3.72,14:12,192,17:24
228,2025-07-10,TCS,IT,MACD,Bullish,4138,4070.48,74,-4996.48,Fear,Early Exit,4050.35,4358.19,87.65,220.19,2.51,Low,Yes,Loss,-1.63,12:13,163,14:56
229,2026-03-31,RELIANCE,Energy,RSI,sideways,4798,4586.95,68,-14351.4,Confidence,No Mistake,4681.67,5003.98,116.33,205.98,1.77,High,Yes,Loss,-4.4,13:53,196,17:09
230,2026-01-28,ICICIBANK,Banking,BREAKOUT,Bearish,4364,4327.83,34,-1229.78,Fear,Early Exit,4303.78,4545.64,60.22,181.64,3.02,Medium,Yes,Loss,-0.83,14:54,16,15:10
231,2026-01-03,ICICIBANK,Banking,RSI,Bearish,1889,1861.32,39,-1079.52,Greed,Overtrading,1850.26,1950.56,38.74,61.56,1.59,High,Yes,Loss,-1.47,09:21,200,12:41
232,2026-03-04,INFY,IT,RSI,Volatile,4107,4038.68,92,-6285.44,Greed,Overtrading,4027.72,4255.2,79.28,148.2,1.87,Low,Yes,Loss,-1.66,11:13,169,14:02
233,2026-05-25,TCS,IT,RSI,Volatile,4538,4380.32,55,-8672.4,Confidence,No Mistake,4407.4,4683.93,130.6,145.93,1.12,High,Yes,Loss,-3.47,12:02,18,12:20
234,2025-08-06,INFY,IT,RSI,Bearish,2074,2037.45,74,-2704.7,Greed,Overtrading,2050.47,2118.98,23.53,44.98,1.91,Medium,Yes,Loss,-1.76,10:38,56,11:34
235,2025-10-24,INFY,IT,RSI,sideways,1512,1504.24,33,-256.08,Fear,No Mistake,1486.47,1556.28,25.53,44.28,1.73,Medium,No,Loss,-0.51,14:54,107,16:41
236,2026-03-22,RELIANCE,Energy,MACD,sideways,1023,1072.12,42,2063.04,Greed,Overtrading,1010.53,1054.47,12.47,31.47,2.52,High,Yes,Win,4.8,14:44,79,16:03
237,2026-04-14,TCS,IT,RSI,Bearish,1501,1517.64,58,965.12,Confidence,No Mistake,1467.98,1564.84,33.02,63.84,1.93,Low,Yes,Win,1.11,13:37,123,15:40
238,2025-07-17,HDFCBANK,Banking,MACD,Volatile,4279,4066.89,40,-8484.4,Fear,Early Exit,4164.23,4380.34,114.77,101.34,0.88,Low,Yes,Loss,-4.96,12:41,140,15:01
239,2026-04-15,ICICIBANK,Banking,MACD,sideways,2831,2853.61,58,1311.38,Fear,Early Exit,2758.06,2980.89,72.94,149.89,2.05,Medium,Yes,Win,0.8,13:38,167,16:25
240,2025-08-10,TCS,IT,BREAKOUT,sideways,2542,2532.21,24,-234.96,Fear,No Mistake,2496.64,2645.85,45.36,103.85,2.29,Medium,Yes,Loss,-0.39,12:32,205,15:57
241,2025-07-23,HDFCBANK,Banking,BREAKOUT,Volatile,2204,2259.84,42,2345.28,Confidence,Late Entry,2158.91,2279.77,45.09,75.77,1.68,Medium,Yes,Win,2.53,09:13,38,09:51
242,2025-08-04,TCS,IT,BREAKOUT,Volatile,2690,2626.36,64,-4072.96,Confidence,No Mistake,2660.67,2771.1,29.33,81.1,2.77,High,Yes,Loss,-2.37,09:19,79,10:38
243,2026-01-13,RELIANCE,Energy,MACD,Bullish,1420,1385.96,27,-919.08,Confidence,No Mistake,1398.96,1499.13,21.04,79.13,3.76,Medium,Yes,Loss,-2.4,09:25,177,12:22
244,2025-12-19,TCS,IT,BREAKOUT,Volatile,3373,3504.61,11,1447.71,Greed,No Mistake,3274.37,3487.18,98.63,114.18,1.16,Medium,Yes,Win,3.9,14:25,190,17:35
245,2026-01-24,HDFCBANK,Banking,BREAKOUT,sideways,1426,1433.56,87,657.72,Confidence,Late Entry,1395.86,1492.67,30.14,66.67,2.21,Low,Yes,Win,0.53,10:48,110,12:38
246,2026-06-05,INFY,IT,BREAKOUT,Bullish,2661,2553.13,41,-4422.67,Fear,Early Exit,2622.59,2721.91,38.41,60.91,1.59,Medium,Yes,Loss,-4.05,09:39,104,11:23
247,2025-08-08,INFY,IT,MACD,Bullish,3586,3447.75,70,-9677.5,Fear,Early Exit,3481.56,3716.99,104.44,130.99,1.25,High,No,Loss,-3.86,10:47,74,12:01
248,2026-03-10,HDFCBANK,Banking,RSI,sideways,4926,5156.89,20,4617.8,Greed,No Mistake,4842.53,5165.55,83.47,239.55,2.87,Medium,Yes,Win,4.69,14:14,210,17:44
249,2025-10-06,TCS,IT,RSI,Bullish,2651,2561.56,82,-7334.08,Greed,No Mistake,2600.18,2793.04,50.82,142.04,2.79,High,Yes,Loss,-3.37,13:21,96,14:57
250,2025-08-30,TCS,IT,BREAKOUT,Bullish,2479,2365.07,34,-3873.62,Fear,Early Exit,2434.03,2623.06,44.97,144.06,3.2,Low,Yes,Loss,-4.6,12:44,138,15:02
251,2025-12-27,ICICIBANK,Banking,BREAKOUT,Volatile,3328,3393.43,24,1570.32,Confidence,No Mistake,3277.1,3428.96,50.9,100.96,1.98,Low,Yes,Win,1.97,12:29,157,15:06
252,2025-11-02,TCS,IT,BREAKOUT,sideways,4895,4880.66,92,-1319.28,Greed,Overtrading,4783.18,5164.54,111.82,269.54,2.41,Low,Yes,Loss,-0.29,14:39,38,15:17
253,2025-10-30,ICICIBANK,Banking,BREAKOUT,Bearish,2298,2189.52,75,-8136.0,Greed,No Mistake,2262.51,2365.93,35.49,67.93,1.91,High,Yes,Loss,-4.72,14:15,228,18:03
254,2025-12-24,INFY,IT,BREAKOUT,sideways,4744,4906.18,73,11839.14,Fear,No Mistake,4635.49,4989.05,108.51,245.05,2.26,Medium,No,Win,3.42,09:12,109,11:01
255,2025-09-05,TCS,IT,MACD,Bearish,3642,3808.64,60,9998.4,Fear,No Mistake,3569.64,3807.46,72.36,165.46,2.29,Medium,Yes,Win,4.58,12:21,139,14:40
256,2026-05-15,RELIANCE,Energy,MACD,Bearish,3251,3394.22,55,7877.1,Greed,No Mistake,3156.52,3316.2,94.48,65.2,0.69,Low,Yes,Win,4.41,09:41,94,11:15
257,2025-08-17,ICICIBANK,Banking,RSI,Volatile,4691,4593.81,63,-6122.97,Fear,No Mistake,4570.78,4823.8,120.22,132.8,1.1,Medium,Yes,Loss,-2.07,14:12,147,16:39
258,2025-09-16,INFY,IT,BREAKOUT,sideways,3916,3742.36,29,-5035.56,Confidence,No Mistake,3808.03,4088.69,107.97,172.69,1.6,Low,Yes,Loss,-4.43,09:14,121,11:15
259,2026-03-04,TCS,IT,BREAKOUT,Volatile,4148,4115.08,83,-2732.36,Greed,No Mistake,4055.24,4253.19,92.76,105.19,1.13,High,Yes,Loss,-0.79,14:48,201,18:09
260,2026-05-05,ICICIBANK,Banking,BREAKOUT,Bearish,4291,4363.01,58,4176.58,Fear,Early Exit,4178.38,4477.7,112.62,186.7,1.66,High,Yes,Win,1.68,12:53,109,14:42
261,2025-10-02,INFY,IT,MACD,sideways,4846,4941.72,20,1914.4,Greed,Overtrading,4739.32,5059.43,106.68,213.43,2.0,High,Yes,Win,1.98,14:03,142,16:25
262,2025-10-24,RELIANCE,Energy,MACD,Bearish,4367,4411.09,81,3571.29,Fear,No Mistake,4292.08,4469.21,74.92,102.21,1.36,High,Yes,Win,1.01,13:15,73,14:28
263,2025-11-13,HDFCBANK,Banking,MACD,sideways,2592,2715.8,14,1733.2,Fear,No Mistake,2524.78,2729.21,67.22,137.21,2.04,Low,No,Win,4.78,13:57,179,16:56
264,2026-04-23,RELIANCE,Energy,BREAKOUT,Bullish,2895,2842.2,99,-5227.2,Confidence,Late Entry,2842.27,3056.23,52.73,161.23,3.06,Medium,Yes,Loss,-1.82,12:27,201,15:48
265,2025-06-12,ICICIBANK,Banking,MACD,sideways,2521,2465.34,38,-2115.08,Greed,No Mistake,2472.94,2643.38,48.06,122.38,2.55,Medium,No,Loss,-2.21,13:24,39,14:03
266,2026-03-05,TCS,IT,MACD,sideways,3920,3759.55,56,-8985.2,Greed,Overtrading,3822.07,4152.51,97.93,232.51,2.37,Medium,No,Loss,-4.09,12:18,43,13:01
267,2025-12-10,INFY,IT,BREAKOUT,Bearish,2117,2034.07,93,-7712.49,Fear,Early Exit,2071.05,2230.94,45.95,113.94,2.48,High,Yes,Loss,-3.92,12:34,73,13:47
268,2025-12-29,RELIANCE,Energy,RSI,Volatile,3483,3635.12,19,2890.28,Greed,Overtrading,3416.64,3584.33,66.36,101.33,1.53,Medium,Yes,Win,4.37,13:42,118,15:40
269,2026-02-12,INFY,IT,RSI,Bearish,4394,4278.81,16,-1843.04,Fear,Early Exit,4317.83,4591.2,76.17,197.2,2.59,Medium,Yes,Loss,-2.62,12:01,64,13:05
270,2026-05-03,ICICIBANK,Banking,BREAKOUT,Volatile,3126,3167.29,74,3055.46,Greed,Overtrading,3056.18,3286.85,69.82,160.85,2.3,Medium,Yes,Win,1.32,14:05,17,14:22
271,2026-03-09,RELIANCE,Energy,RSI,sideways,4323,4442.58,32,3826.56,Greed,No Mistake,4265.26,4563.85,57.74,240.85,4.17,Medium,Yes,Win,2.77,13:38,176,16:34
